Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,74 sq.m.,1,1,1,Designer Renovation,235 sq.m.,Gegharkunik › Sevan,"12,990 ֏ daily",AMD,"Anabela SevanVery comfortable wooden cabins for 2 people on the shore of Lake Sevan are for daily rent. The option has one bedroom, bathroom, nice outdoor seating area, close to the lake. Call these numbers for details.Code AnabelaTranslated from Armenian",Dec-12-2022_21-44,By agreement,Not available,,,,https://list.am/en/item/18044550,2,Yes,No,By Agreement,By Agreement,
House,Stone,35 sq.m.,2,4,1,Designer Renovation,325 sq.m.,"Nairyan Street, Sevan town","17,000 ֏ daily",AMD,"Sevan ZIM Hotel:The hotel complex is presented in more detail in the video:These rooms of the hotel complex located in the center of the city are intended for two to five people.There are two types of numbers* For 2-3 people - 1 bedroom - 15 000* Designed for 4-5 people - 2 bedrooms - 25,000The rooms are provided with all the utility-technical facilities.There are supermarkets and banks in the area.It is close to a public beach.It is a very convenient option for spending rest.Call for details, mentioning the name of the version: Sevan ZIM Hotel.Code Zim hyurTranslated from Armenian",Dec-12-2022_21-44,By agreement,Not available,,,,https://list.am/en/item/16580488,5,Yes,No,By Agreement,By Agreement,
House,Stone,151 sq.m.,1,4,1,Euro Renovation,800 sq.m.,Gegharkunik › Sevan,"30,000 ֏ daily",AMD,Дом сдаётся на новогодные праздники и на длительный срок до лето 130000 др. В доме есть всё для комфортного проживания,Dec-12-2022_21-44,Available,2 spots,,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",,https://list.am/en/item/18691349,8+,Yes,Yes,Included,By Agreement,"Television, internet, barbecue oven, gazebo"
Country House,Stone,180 sq.m.,1,3,1,Designer Renovation,1000 sq.m.,"Nairyan Street, Sevan town","220,000 ֏ monthly",AMD,"Գտնվում է Սևանա լճի ափինԱռանձնատների թաղամասում ։Հնարավոր է և օրական և ամսական վճարով ։ կատարված է գեղեցիկ դիզայներական վերանորոգում ։ ունի կոմունալ բոլոր հարմրությունները, պատրաստ է բնակեցման ։ շատ շտապ ։Զանգահարեք viber-ի համարինРасположен на берегу озера Севан. В районе особняков. Возможна посуточная и помесячная оплата. Сделан красивый дизайнерский ремонт. Есть все коммуникации, готова к проживанию. Очень срочно. Позвонить по номеру вайбера",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18282868,6,Yes,Yes,Not included,By Agreement,
House,Stone,100 sq.m.,1,4,2,Designer Renovation,"13,500 sq.m.","1st Street, Shorzha","80,000 ֏ daily",AMD,"GIVEN FOR DAILY WAGEA unique private house in Sevan, which is located close to the coast, at a height from which part of the house you will see the BEAUTIFUL SEVAN of Kaputachian.The mansion has 2 bedrooms, 2 bathrooms, 1 living room + studio kitchen and dining room.It is equipped with electricity, hot and cold water, internet.The house is monitored by cameras and 24/7 guard mode.In the evenings, you can sit by the stained-glass window, next to the fireplace and enjoy the peaceful view of the blue-eyed beauty of Sevan.To be here once... It will become continuous to enjoy this beauty again.For additional questions, call the indicated numbers.We will gladly wait for your call.NOT AN AGENCYCode 0000Translated from Armenian",Dec-12-2022_21-44,Available,3 or more spots,,,,https://list.am/en/item/17852967,6,Yes,Yes,Not included,By Agreement,
Country House,Stone,100 sq.m.,1,3,1,Major Renovation,150 sq.m.,"Sevan-Martuni Highway 18, Dzoragyugh","$1,100 monthly",USD,Beautiful private house for rent in Lavanda CITYThe house has all utilitiesIt is furnishedIt has a heating systemTranslated from Armenian,Dec-12-2022_21-44,Available,Not available,,"Fridge, stove, washing machine, iron",,https://list.am/en/item/18689710,6,Yes,Negotiable,By Agreement,2 months,"Television, sauna, fireplace, gazebo"
House,Stone,150 sq.m.,2,6,3+,Major Renovation,500 sq.m.,"Կենտրոնական խճուղի 72, Ակունք","$5,000 monthly",USD,"A 6-room private house is for rent in the village of Akunk, Kotayk region. Everything is available for living.It has a round-the-clock security system. The cost of interior and yard cleaning services is included in the price of the house. For more information call.Translated from Armenian",Dec-12-2022_21-44,Available,3 or more spots,,,,https://list.am/en/item/18563577,4,Yes,No,Not included,By Agreement,
House,Stone,170 sq.m.,1,4,1,Old Renovation,900 sq.m.,Gegharkunik › Tsovazard,"150,000 ֏ monthly",AMD,Also for sale. 100 meters from the banks of the SevanTranslated from Armenian,Dec-12-2022_21-44,Available,2 spots,,,,https://list.am/en/item/18364800,8+,Yes,Yes,Not included,1 month,
House,Stone,150 sq.m.,2,4,2,Major Renovation,1800 sq.m.,Gegharkunik › Sevan,"100,000 ֏ daily",AMD,"Artur PanoramaA two-story private house in Sevan is for daily rent, which has two floors, in which there are 4 bedrooms, two bathrooms, a living room, a kitchen with all its amenities. It has an open balcony with a beautiful view of Lake Sevan. It is planned for 8 people overnight.Code ArturTranslated from Armenian",Dec-12-2022_21-44,By agreement,Not available,,,,https://list.am/en/item/17798990,8+,Yes,No,By Agreement,By Agreement,
House,Stone,67 sq.m.,1,4,1,Major Renovation,1000 sq.m.,Gegharkunik › Sevan,"300,000 ֏ monthly",AMD,"A private house on the shore of Lake Sevan is for rent. The house is completely renovated, has hot and cold water, heating system.The house is designed for up to 6 people. 3 bedrooms and 1 living room, bathroom, kitchen, balcony with beautiful view, wifi.It is also equipped with all the necessary accessories.Call for more details.Translated from Armenian",Dec-12-2022_21-44,Available,3 or more spots,,,,https://list.am/en/item/18583093,6,Yes,No,Not included,1 month,
House,Stone,48 sq.m.,2,1,1,Euro Renovation,1100 sq.m.,Gegharkunik › Sevan,"20,000 ֏ daily",AMD,"Karasar - Hotel & Restaurant Complex:The hotel complex is presented in more detail in the video:Hotel complex rooms for 2 people are provided for daily rent, equipped with all the utility-technical facilities. The rooms offer a wonderful view of Lake Sana and Geghama mountains.For details, please call, mentioning the name of the version: Karasar - Hotel & Restaurant Complex.Translated from Armenian",Dec-12-2022_21-44,By agreement,1 spot,,,,https://list.am/en/item/17721032,2,Yes,No,By Agreement,By Agreement,
House,Stone,78 sq.m.,1,3,1,Euro Renovation,1200 sq.m.,"Երևանյան խճուղի, Սևան","20,000 ֏ daily",AMD,"Yaso Land:On the right side of the Sevan-Yerevan highway, in the shade of trees, these newly built stone cottages are an ideal option for family vacations. They are intended for 2 and 5 persons.There will be discounts for 3-day reservations.Search tags: Sevan, private house in Sevan, private house for 5 people.For details, please call, mentioning the option name: Yaso Land.Translated from Armenian",Dec-12-2022_21-44,By agreement,2 spots,,,,https://list.am/en/item/16564803,5,Yes,No,By Agreement,By Agreement,
House,Stone,63 sq.m.,1,1,1,Designer Renovation,520 sq.m.,Gegharkunik › Sevan,"150,000 ֏ monthly",AMD,"Fire House SevanA stone house in Sevan is provided for a monthly fee, newly renovated, furnished with comfortable furniture. It has all utilities, as well as a garden. It has 1 bedroom, living room, mini kitchen and fireplace. For details, call with code: Fire House SevanCode FireHousTranslated from Armenian",Dec-12-2022_21-44,By agreement,2 spots,,,,https://list.am/en/item/18379923,4,Yes,No,By Agreement,By Agreement,
House,Stone,64 sq.m.,1,1,1,Major Renovation,1200 sq.m.,Gegharkunik › Sevan,"120,000 ֏ monthly",AMD,"An apartment is provided for a monthly fee in the city of Sevan, near the High School, which has communal facilities, is close to banks, supermarkets.Code SevanFlaTranslated from Armenian",Dec-12-2022_21-44,By agreement,1 spot,,,,https://list.am/en/item/18422960,3,Yes,No,By Agreement,By Agreement,
Country House,Stone,50 sq.m.,1,4,1,Cosmetic Renovation,500 sq.m.,Gegharkunik › Lchap,"40,000 ֏ daily",AMD,"️️️Տրվում է վարձով առանձնատուն անմիջապես Սևանի ափինԲաղկացած է 3 ննջասենյակներից, ստուդիո հյուրասենյակից (միաժամանակ նաև խոհանոց), սանհանգույցից։ Վերանորոգված է:Տանը կից կա բաց տաղավար ծածկով (տեռասսա), որտեղ կարող է տեղավորել մինչև 10 անձ, ինչպես նաև մեծ խոտածածկ խաղահրապարակ (վոլեյբոլ խաղալու հարմարությամբ) ։ Առկա է մանղալ, խորովածի շիշ, սպասք, անկողնային պարագաներ։Առանձնատունը գտնվում է Սեվանի ափից 50մ հեռավորության վրա, այսինքն Սևանի ափին;)Օրավարձը 1 շաբաթ ամրագրելու դեպքում - 17 000դր,Աշխատանքային օրերին - 35 000դր,Հանգստյան օրերին - 40 000դր։Առանձնատուն Սևանում, տուն Սևանի ափինСдается частный дом прямо на берегу СеванаДом состоит из 3 спален, гостиной-студии, ванной комнаты. Отремонтированный.Рядом с домом находится открытая беседка (терраса), в которой могут разместиться до 10 человек, а также большая игровая площадка с травяным покрытием (с удобством для игры в волейбол) Есть мангал, посуда, постель. ․․Дом находится на 50м от озера Севан, то есть на берегу Севана;)Посуточная плата,При бронировании на 1 неделю - 17 000драмВ рабочие дни - 35000 драм,В выходные - 40 000 драм РА.Дом в Севане, дача в Севане",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17599571,,,,,,
House,Stone,46 sq.m.,1,2,2,Major Renovation,30 sq.m.,"Sayat Nova street, Sevan town","10,000 ֏ daily",AMD,"A house with 2 separate apartments for daily rent (Sevan city)The apartments are designed for 3-4 people.Each apartment has:1 bathroom1 bedroomkitchenhot and cold waterelectric gas stoverefrigeratornecessary utensilssmart tv1 double bed1 sofa (folding)Wi-FiThe apartments are rented both separately and together.The cost of renting each apartment for one day is AMD 10,000.In case of renting together, there will be a discount system.Discounts will also apply if you rent for 2 or more days.The distance to the beach is 1.5 km from the house.Address: Sayat-Nova 26, c. Sevan.Translated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/17999446,4,No,Yes,Not included,Without prepayment,
House,Stone,100 sq.m.,1,4,1,Partial Renovation,,"Գարեգին Նժդեհի փողոց, Մարտունի","70,000 ֏ monthly",AMD,A house is for rent in MartuniTranslated from Armenian,Dec-12-2022_21-44,,,,,,https://list.am/en/item/17882245,,,,,,
Country House,Stone,203 sq.m.,1,4,2,Major Renovation,300 sq.m.,Gegharkunik › Sevan,"15,000 ֏ daily",AMD,Сдаю 2 комнатный котедж в Севане (Гехама) Даю суточно и по месячному цена по договорурядом с озером Севан,Dec-12-2022_21-44,Available,Not available,,"Fridge, coffee maker, washing machine, iron, hair dryer",,https://list.am/en/item/18133864,5,Yes,No,By Agreement,By Agreement,"Television, internet, barbecue oven"
House,Stone,66 sq.m.,4+,4,1,Major Renovation,,"Ազատության փողոց, Գավառ","65,000 ֏ monthly",AMD,"A 4-room apartment with all utilities, equipment and property is for rentTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,"Fridge, stove, washing machine, water Heater",,https://list.am/en/item/18353894,3,Negotiable,No,Not included,3 months,
Country House,Stone,40 sq.m.,1,2,1,Cosmetic Renovation,3000 sq.m.,"1st Street, Shorzha","3,500 ֏ daily",AMD,"Անցկացրեք ձեր հանգիստը Սևանի գողտրիկ և հարմարավետ անկյունումՏրվում են օրավարձով քոթեջներ ՇորժայումՄշտական տաք և սառը ջուրՈւնի պատշգամբԱպահովված է սպիտակեղենովԱմառային տաղավարներՄանղալ, խորոված պատրաստելու համար անհրաժեշտ պարագաներԱվտոկայանատեղի",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/16629710,8+,Yes,No,By Agreement,By Agreement,
House,Stone,72 sq.m.,1,2,1,Designer Renovation,150 sq.m.,Gegharkunik › Sevan,"60,000 ֏ daily",AMD,"Penisula Summer House:Comfortable cottage on the shore of Lake Sevan. The cottage has all the necessary facilities for a good stay. The cottage has 2 bedrooms, living room, kitchen and bathroom. Here you will spend an unforgettable vacation, because the cottage is located right on the shore of the lake. The cottage has a gazebo and a very nice view of the lake, as well as a swing and a great place to sit.Code SummerHTranslated from Armenian",Dec-12-2022_21-44,By agreement,Not available,,,,https://list.am/en/item/16583959,8+,Yes,No,By Agreement,By Agreement,
House,Stone,255 sq.m.,2,4,3+,Designer Renovation,1400 sq.m.,Gegharkunik › Berdkunk,"$3,000 monthly",USD,"Gegharkunik region, Bergunk village.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17778951,,,,,,
House,Stone,100 sq.m.,1,4,1,Old Renovation,50 sq.m.,Gegharkunik › Sevan,"70,000 ֏ monthly",AMD,"The house has all utilities, there is a heating systemTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18672609,5,Yes,No,Not included,2 months,
House,Stone,256 sq.m.,2,6,1,Euro Renovation,500 sq.m.,Gegharkunik › Geghamavan,"200,000 ֏ monthly",AMD,"Two-storey private house for rent, hot and cold water, gas, spacious yard, garden, outdoor pavilion, large land in Geghamavan village, Gegharkunik region, 7 km away from Sevan city, all the roads are asphalted.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17479106,,,,,,
House,Stone,150 sq.m.,1,4,1,Euro Renovation,900 sq.m.,Gegharkunik › Sevan,"3,300 ₽ daily",RUB,"Есть вайфай, отопление, вода, сдаётся долговременно, 200 метр от озеро",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18437003,6,Yes,Yes,Not included,1 month,
House,Stone,85 sq.m.,1,3,1,Major Renovation,1000 sq.m.,Gegharkunik › Sevan,"200,000 ֏ monthly",AMD,"A very nice and comfortable apartment in the city of Sevan is provided for a monthly fee, which has 2 bedrooms, a living room, a bathroom, a balcony area with a view of the city. For details, call the indicated number.Translated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18497431,5,Yes,No,By Agreement,By Agreement,
Country House,Cassette,60 sq.m.,1,2,1,Cosmetic Renovation,90 sq.m.,Gegharkunik › Sevan,"15,000 ֏ daily",AMD,"Recreation zone in Sevan, beach, cabin, besetka. TrailerTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18083791,4,Yes,No,By Agreement,By Agreement,
House,Stone,90 sq.m.,2,3,1,Partial Renovation,12 sq.m.,Gegharkunik › Sevan,"20,000 ֏ daily",AMD,"The apartment is for rent, a two-storey private house, with constant hot and cold water, 2 km away from the sea, on St. Gavar road, the house will be given to the family. The first floor is given. The 2nd floor is not renovated.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17675034,,,,,,
Country House,Cassette,300 sq.m.,1,2,1,Cosmetic Renovation,500 sq.m.,Gegharkunik › Sevan,"25,000 ֏ daily",AMD,"Enjoy your vacation in Syan!The cottage is located 25-30 meters from the lake. The cottage has 2 bedrooms, a dining room, a bathroom, a bath, permanent water, a secure parking lot, separated by a fence.Lake Seana, Sean, Cottage, HouseTranslated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17684160,,,,,,
House,Stone,110 sq.m.,1,4,2,Major Renovation,,"Yerevanyan highway, Սևան","100,000 ֏ daily",AMD,"The mansion LAVANDA CITY is available for daily rent for family vacations, as well as for organizing events.It is also given monthly, the price is AMD 450,0003 large and comfortable bedroomsConstant hot and cold water2 Bathroomsliving room, kitchen, WI-FI, refrigerator, TV HTB +grillfireplaceTranslated from Armenian",Dec-12-2022_21-44,Available,3 or more spots,,,,https://list.am/en/item/14445906,8+,Yes,Yes,Included,By Agreement,
Country House,Stone,80 sq.m.,1,4,1,Major Renovation,,"Yerevanyan highway, Սևան","35,000 ֏ daily",AMD,"LAVANDA CITY LAVANDA CITY LAVANDA CITY:Spacious living roomKitchen (refrigerator, dishes)Bathroom3 spacious bedroomsSpacious balconyHeating system, permanent cooling: Cold waterGreen garden,Pavilion, barbecue,Parking:Code KV002Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/14389879,,,,,,
Country House,Stone,800 sq.m.,2,5,3+,Designer Renovation,,Gegharkunik › Sevan,"250,000 ֏ daily",AMD,Luxurious mansion on the shores of Lake SanaaThe balcony offers a beautiful view of Lake ShanaA comfortable place to spend your vacation to the fullestThe house is fully renovatedIt is provided with all utilitiesTranslated from Armenian,Dec-12-2022_21-44,Available,3 or more spots,,,,https://list.am/en/item/12756862,5,Negotiable,Negotiable,By Agreement,By Agreement,
House,Cassette,50 sq.m.,1,2,1,Major Renovation,27 sq.m.,Gegharkunik › Sevan,"10,000 ֏ daily",AMD,A cottage is for rent on the Sevan peninsula. Has all utilities and household facilities. Hot and cold water. Besetka and Mangal. Designed for 4-6 people. Details by phone.Translated from Armenian,Dec-12-2022_21-44,Available,Not available,,"Fridge, stove, coffee maker, water Heater",,https://list.am/en/item/17696407,4,Yes,No,By Agreement,2 weeks,"Television, barbecue oven, gazebo"
House,Wooden,50 sq.m.,1,3,1,Major Renovation,50 sq.m.,Gegharkunik › Sevan,"15,000 ֏ daily",AMD,A cabin is for rent on the Sevan Peninsula. It has all utilities and household facilities. Hot and cold water is provided for 4-6 people. Besetka grill is provided. It is about 150 m away from the coast. It is very suitable for relaxing with the family. There will be a discount for long-term borrowing. It is close to the church. Details by phone.Translated from Armenian,Dec-12-2022_21-44,Available,Not available,,"Fridge, stove, coffee maker, water Heater",,https://list.am/en/item/17696388,4,Yes,No,By Agreement,By Agreement,"Television, barbecue oven, gazebo"
Country House,Wooden,16 sq.m.,1,1,1,Major Renovation,,Gegharkunik › Sevan,"8,000 ֏ daily",AMD,"Hello dear visitor.A wooden cottage is for daily rent on the banks of Sevan, in the Yeghevni forest. House cabinThe name of the cottage is ""Triangle"", it is designed for two people, the front part of the cottage opens if desired.The price is AMD 8,000 instead of AMD 19,000.Price includes:1. Entrance to White Shorja2. Breakfast (for 3 persons)3. Fields (Football, Volleyball)4. Children's games5. Parking lot6. Pistols7. Music8. Evening bonfireWe also have other services:1. The restaurant2. Tents3. Horse riding4. Sailing5. Scooters6. Photo sessionWe look forward to your reservations.We are located on the shore of Lake Sevan, in the fir forest, near the village of Shorzha.Translated from Armenian",Dec-12-2022_21-44,Available,1 spot,,,,https://list.am/en/item/17669170,2,Yes,Yes,Included,Without prepayment,
Country House,Wooden,25 sq.m.,1,1,1,Major Renovation,,Gegharkunik › Sevan,"20,000 ֏ daily",AMD,"Hello dear visitor. A brand new wooden cottage is for daily rent on the banks of Sevan, in the forest of Yeghevni. Qotej Sevan, Shorja Sevanum, cottage in the forest, Rent house on the beachThe name of the cottage is ""VIP"" (our largest cottage and most comfortable)The cottage has a comfortable bathroom and a bathtub.The price is AMD 20,000 instead of AMD 50,000.Price includes:1. Entrance to White Shorja2. Breakfast (for 3 persons)3. Fields (Football, Volleyball)4. Children's games5. Parking lot6. Pistols7. Music8. Evening bonfireWe also have other services:1. The restaurant2. Tents3. Horse riding4. Sailing5. Scooters6. Photo sessionWe look forward to your reservations.We are located on the shore of Lake Sevan, in the fir forest, near the village of Shorzha.Translated from Armenian",Dec-12-2022_21-44,Available,1 spot,,,,https://list.am/en/item/17685758,4,Yes,Yes,Included,Without prepayment,
House,Stone,120 sq.m.,1,4,1,Designer Renovation,300 sq.m.,"Khaghagutyan street, Sevan town","300,000 ֏ monthly",AMD,"Townhouse for rent in Sevan, near the lake. The house has all necessities with 3 bedrooms, 1 bathrom, cuisine and common room.Сдается таунхаус в Севане, у озера. В доме есть все необходимое: 3 спальни, 1 ванная, кухня и общая комната.",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18381615,,,,,,
House,Stone,110 sq.m.,1,3,1,Major Renovation,500 sq.m.,"Isakov street, Ցամաքաբերդ","45,000 ֏ daily",AMD,"For daily and short-term rentprivate house on the beach, 2 bedrooms, spacious living room,permanent hot-cold water supply, heating system,heating floor, refrigerator, washing machine, gas stove, TV,internet, dishes, bedding, beautiful view, fresh air.If desired, we can provide 4-7 cars.Call the number for details.Translated from Armenian",Dec-12-2022_21-44,Available,1 spot,,,,https://list.am/en/item/17680760,5,Yes,Yes,Included,2 weeks,
House,Stone,148 sq.m.,1,5,3+,Major Renovation,1700 sq.m.,Gegharkunik › Martuni,"790,000 ֏ monthly",AMD,"Сдается вилла в Мартуни, Гегаркуникская область.-3 спальни-3 ванные комнаты-большая кухня (24 кв/м)-камин-очень быстрый интернет-прачечная (стиральная машина, сушильная машина, гладильный стол и утюг)-котельная (2 газовых котла, бак для горячей воды 300 литров, бак для холодной воды 500 литров)-1500 кв/м сад-автоматическая система полива-два 5-тонных резервуара для воды для полива-100 кв/м балкон/крыша-мост, который соединяет балкон с крышей-волейбольное поле-возможность парковки 3 автомобилей-отличные соседиМесто также может служить клубом, кафе-рестораном с интересными решениями.Если вы очень заинтересованы в том, чтобы жить вдали от перенаселенного Еревана, Мартуни — это неизведанная и скрытая жемчужина в Армении. В этом доме могут разместиться до 10 человек (3 спальни)Фотографии, которые вы видите, относятся к отремонтированному 1-му этажу дома (148 кв. М) Второй этаж сохранил постмодернистский дизайн советского времени, и если вам интересно, его тоже можно арендовать.Мы можем договориться о цене, так как в зависимости от количества человек проживающих в доме во время аренды цена может измениться.Dear friends,-A villa is for rent in Martuni, Gegharkunik region.-3 bedrooms-3 bathrooms-big kitchen (24 sq/m)-fireplace-high-speed internet-laundry room (washing machine, dryer machine, iron table, and iron)-heating room (2 gas boilers, 300 liters hot water container, 500-liter cold water tank)-1500 sq/m garden-automatic irrigation system-two 5 tons of water tanks for irrigation-100 sq/m balcony/roof-top-a bridge that connects the balcony to the roof-top-volleyball field-possibility to park 3 cars-great neighborsThe place can also serve as a club or cafe/restaurant with exciting solutions.If you are interested in living away from overcrowded Yerevan, Martuni is the undiscovered and hidden gem in Armenia. This house can accommodate up to 10 people (3 bedrooms)The pictures are from the house's renovated 1st floor (148 sq /m) The second floor has preserved the postmodernist design of the Soviet era, and if you are interested, it can also be rented.We can negotiate the price because depending on the number of people living in the house during the lease, the price may change.Վարձով է տրվում առանձնատուն Գեղարքունիքի մարզի Մարտունի քաղաքում։-3 ննջասենյակ-3 սանհանգույց-մեծ խոհանոց (24ք/մ)-բուխարի-շատ արագ ինտերնետ-լվացքատուն (լվացքի մեքենա, չորանոց, արդուկի սեղան և արդուկ)-ջեռուցման սենյակ (2 գազի կաթսա, 300 լիտր տաք ջրի տարա, 500 լիտրանոց սառը ջրի բաք)-1500ք/մ այգի-ավտոմատ ոռոգման համակարգ-երկու 5 տոննա ջրի բաք ոռոգման համար-100ք/մ պատշգամբ/տանիքով-կամուրջ, որը միացնում է պատշգամբը տանիքին-վոլեյբոլի դաշտ-3 մեքենա կայանելու հնարավորություն-հիանալի հարևաններՏարածքը կարող է ծառայել նաև որպես ակումբ, սրճարան/ռեստորան՝ հետաքրքիր լուծումներով։Եթե դուք մեծ հետաքրքրություն ունեք ապրելու գերբնակեցված Երևանից հեռու, ապա Մարտունին Հայաստանում չբացահայտված և թաքնված գոհարն է: Այս տանը կարող է տեղավորվել մինչև 10 մարդ (3 ննջասենյակ) :Նկարները, որոնք տեսնում եք, տան վերանորոգված 1-ին հարկից են (148ք/մ) : Երկրորդ հարկում պահպանվել է խորհրդային ժամանակաշրջանի պոստմոդեռնիստական դիզայնը, և եթե հետաքրքրված եք, կարող եք նաև վարձակալել երկրորդ հարկը։Կարող ենք սակարկել գնի շուրջ, քանի որ կախված վարձակալության ընթացքում տանը ապրողների քանակից՝ գինը կարող է և փոխվել։",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18533759,8+,Yes,Yes,By Agreement,3 months,
House,Stone,45 sq.m.,1,2,1,Designer Renovation,,Gegharkunik › Sevan,"100,000 ֏ monthly",AMD,"Уютный новый дом с красивым дизайном. Имеются все удобства для комфортного проживания как посуточно, так и долгосрочно.",Dec-12-2022_21-44,Available,1 spot,,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",,https://list.am/en/item/18613207,4,Yes,No,By Agreement,By Agreement,"Television, internet"
Country House,Stone,190 sq.m.,2,4,3+,Euro Renovation,,Gegharkunik › Norashen,"70,000 ֏ daily",AMD,"Gexama Ashxarh քոթեջը իր հյուրընկալ դռներն է բացում այցելուների առաջ։ Առանձնատունը գտնվում է Սևանի ափին, նոր է վերանորոգված, կահավորված, Ունի կոմունալ բոլոր հարմարությունները,3 և ավել օրերի ամրագրման դեպքում կգործեն զեղչեր։️ Հարմարավետ հանգիստ️ Գեղեցիկ ինտերիեր️ Ընտանեկան ջերմ մթնոլորտՁեզ ենք առաջարկում `4 ննջարանԸնդհարձակ հյուրասենյակ3 սանհանգույց որից մեկը ննջասենյակումԽոհանոց ` Սնունդը տեղում պատրաստելու բոլոր հնարավորություններովԱնվճար Wi-FiԳազ, մշտական ջուր (սառը և տաք)Մանղալ, թոնիրГостевой дом Gexama Ashxarh открывает свои гостеприимные двери для посетителей.Мы предлагаем вам `4 спаленБольшая гостиная3 санузлаКухня со всеми удобствами для приготовления пищи на местеКомнаты, оборудован всеми техническими и коммунальными удобствамиОткрытый балкон с красивым видом на Озеро СеванБесплатный Wi-FiБеседка и мангалИдеально для семейного отдыха и для мероприятия. Это наилучшее место для супружеских пар, активных групп и семей. Погостить и хорошо провести время могут до 25 человек, ночевать в гостевом доме - до 9 человекДля подробностей и бронирование можете написать или позвонить.",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17725217,,,,,,
House,Stone,150 sq.m.,2,4,2,Major Renovation,600 sq.m.,Gegharkunik › Sevan,"70,000 ֏ daily",AMD,"2-storey private house on the shore of Lake Sanaa* 4 bedrooms* 2 bathrooms* Mangal,* Tableware, bedding (for 8 people)* Pavilion* WI-FI:Spend your vacation in Sean.Check-in: Arrival at 14:00Check-out: Exit 12:00For more information call.Code PanSevanTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/17896328,8+,Yes,No,Included,By Agreement,
House,Stone,220 sq.m.,1,2,1,Major Renovation,500 sq.m.,Gegharkunik › Sevan,"20,000 ֏ daily",AMD,"Cottage on the shore of Lake Sevan.* 2 bedrooms* 1 bathroom* mangal, (barbecue bottle)* dishes, bedding (for 5 people)*pavilion* parking lot* Wi-Fi* TVSpend your vacation on the shore of Lake Sevan.For more information call:Check-in: Check in at 14:00Check-out: Departure 12:00Code RaymondTranslated from Armenian",Dec-12-2022_21-44,Available,1 spot,,,,https://list.am/en/item/17898393,6,Yes,Yes,Included,By Agreement,
Country House,Bricks,60 sq.m.,1,4,1,Cosmetic Renovation,3000 sq.m.,Gegharkunik › Sevan,"15,000 ֏ daily",AMD,"A 4-room cottage is for daily rent on the shore of Xi'an, on the beach of Forest Melody, for 8 to 10 people. The mentioned price is 15,000 AMD for 24 hours + free pavilions (bag)There are also 2-room cottages on the shore of Xi'an, the price is 8000 AMD per dayQotej:Tnak:Sevan:Home:Bisetka:Hangsti goti:Opel:Iphone:Samsung:Translated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/17721064,8+,Yes,Yes,Included,By Agreement,
Country House,Stone,40 sq.m.,1,1,1,Designer Renovation,5000 sq.m.,Gegharkunik › Sevan,"15,000 ֏ daily",AMD,"One-room cottage for daily rent in Sean, Lavanda City recreation areaFurnished, clean, property, appliances, disheswith all amenitiesTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/17758645,4,Yes,Yes,Included,By Agreement,
Country House,Bricks,35 sq.m.,1,2,1,Major Renovation,3000 sq.m.,Gegharkunik › Sevan,"8,000 ֏ daily",AMD,"2-room cabins for daily rent on the banks of Sevan, on Antarai Meghed beach,Furnished, clean cabins with bathrooms + FREE stallsPrices from 8 to 15 thousand AMD for 1 dayTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/17872362,5,Yes,Yes,Included,By Agreement,
